,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code
91814,1903_10_TeamNJ_TeamB,200,51.0,204,7050722,4,2
91890,1903_10_TeamNJ_TeamB,220,59.0,224,7702022,6,2
91929,1903_10_TeamNJ_TeamB,230,62.0,234,8037822,5,2
92000,1903_10_TeamNJ_TeamB,247,66.0,251,8642422,6,2
92071,1903_29_TeamNF_TeamA2,16,3.0,16,300954,3,2
92103,1903_29_TeamNF_TeamA2,24,4.0,24,616504,5,2
92142,1903_29_TeamNF_TeamA2,31,6.0,31,934254,4,2
92243,1903_29_TeamNF_TeamA2,60,13.0,60,1832054,5,2
92269,1903_29_TeamNF_TeamA2,67,16.0,67,2185529,5,2
92303,1903_29_TeamNF_TeamA2,76,18.0,76,2492529,6,2
92448,1903_29_TeamNF_TeamA2,114,28.0,114,3805221,6,2
92514,1903_29_TeamNF_TeamA2,130,31.0,130,4382921,4,2
92561,1903_29_TeamNF_TeamA2,143,34.0,143,4802971,5,2
92747,1903_29_TeamNF_TeamA2,197,46.0,197,6619821,4,2
92802,1903_29_TeamNF_TeamA2,211,49.0,211,7029871,4,2
92879,1903_29_TeamNF_TeamA2,232,54.0,232,7824221,5,2
92968,1903_29_TeamNF_TeamA2,254,61.0,254,8745671,4,2
92976,1903_29_TeamNF_TeamA2,255,62.0,255,8891721,4,2
92996,1903_29_TeamNF_TeamA2,260,64.0,260,9045471,4,2
93160,1901_17_TeamLH_TeamA3,12,,16,323044,5,2
93310,1901_17_TeamLH_TeamA3,50,,54,1470339,4,2
93348,1901_17_TeamLH_TeamA3,61,,66,1830038,6,2
93551,1901_17_TeamLH_TeamA3,112,,117,3607337,6,2
93645,1901_17_TeamLH_TeamA3,140,,145,4532386,6,2
93721,1901_17_TeamLH_TeamA3,163,,168,5238785,4,2
93826,1901_17_TeamLH_TeamA3,188,,193,6442034,6,2
93997,1901_17_TeamLH_TeamA3,240,,245,8210682,4,2
94053,1901_17_TeamLH_TeamA3,252,,258,8772732,4,2
94086,1901_17_TeamLH_TeamA3,260,,266,9061881,5,2
94169,1901_17_TeamLH_TeamA3,283,,289,9877381,6,2
94306,1901_17_TeamLH_TeamA3,324,,330,11453329,3,2
94328,1901_17_TeamLH_TeamA3,330,,336,11593379,4,2
94376,1901_17_TeamLH_TeamA3,340,,346,12083178,4,2
94421,1901_15_TeamLL_TeamB,2,,2,16921,4,2
94467,1901_15_TeamLL_TeamB,14,,14,323021,6,2
94555,1901_15_TeamLL_TeamB,38,,38,1258570,4,2
94739,1901_15_TeamLL_TeamB,91,,91,3010569,4,2
94894,1901_15_TeamLL_TeamB,132,,132,4509917,5,2
94916,1901_15_TeamLL_TeamB,137,,137,4671117,6,2
94992,1901_15_TeamLL_TeamB,156,,156,5357316,3,2
95159,1901_15_TeamLL_TeamB,206,,206,7393814,6,2
95187,1901_15_TeamLL_TeamB,213,,213,7764564,4,2
95224,1901_15_TeamLL_TeamB,223,,223,8070864,5,2
95257,1901_15_TeamLL_TeamB,232,,232,8429613,6,2
95317,1901_15_TeamLL_TeamB,248,,248,9205113,4,2
95505,1903_13_TeamNG_TeamA3,49,13.0,49,1461084,4,2
95538,1903_13_TeamNG_TeamA3,56,16.0,56,1775784,4,2
95555,1903_13_TeamNG_TeamA3,60,17.0,60,1865534,6,2
95899,1903_13_TeamNG_TeamA3,162,40.0,162,5305484,3,2
96050,1903_13_TeamNG_TeamA3,207,52.0,207,6886684,4,2
96149,1903_13_TeamNG_TeamA3,236,60.0,236,8076734,6,2
96226,1903_13_TeamNG_TeamA3,255,64.0,255,8799684,4,2
96350,1903_21_TeamNL_TeamB,36,9.0,38,1109808,5,2
96365,1903_21_TeamNL_TeamB,39,10.0,41,1175508,6,2
96410,1903_21_TeamNL_TeamB,50,13.0,52,1506208,3,2
96458,1903_21_TeamNL_TeamB,62,17.0,64,1918158,5,2
96515,1903_21_TeamNL_TeamB,74,22.0,76,2385908,6,2
96621,1903_21_TeamNL_TeamB,100,29.0,102,3190108,6,2
96632,1903_21_TeamNL_TeamB,101,30.0,103,3348708,6,2
96650,1903_21_TeamNL_TeamB,105,32.0,108,3456608,6,2
96719,1903_21_TeamNL_TeamB,124,37.0,127,4047008,5,2
96749,1903_21_TeamNL_TeamB,132,39.0,135,4525358,6,2
96781,1903_21_TeamNL_TeamB,139,42.0,142,4828058,5,2
96903,1903_21_TeamNL_TeamB,167,51.0,170,5815758,4,2
96924,1903_21_TeamNL_TeamB,172,53.0,175,5952508,4,2
97090,1903_30_TeamNF_TeamA2,1,1.0,1,16397,6,2
97193,1903_30_TeamNF_TeamA2,30,6.0,30,767247,5,2
97206,1903_30_TeamNF_TeamA2,32,7.0,32,832547,6,2
97408,1903_30_TeamNF_TeamA2,87,20.0,87,2424797,5,2
97421,1903_30_TeamNF_TeamA2,89,21.0,89,2596197,3,2
97489,1903_30_TeamNF_TeamA2,106,25.0,106,3163097,6,2
97516,1903_30_TeamNF_TeamA2,113,27.0,113,3320147,5,2
97581,1903_30_TeamNF_TeamA2,131,32.0,131,3952847,6,2
97607,1903_30_TeamNF_TeamA2,138,34.0,138,4203897,4,2
97620,1903_30_TeamNF_TeamA2,140,35.0,140,4261947,6,2
97648,1903_30_TeamNF_TeamA2,147,36.0,147,4512747,5,2
97734,1903_30_TeamNF_TeamA2,171,43.0,171,5372497,4,2
97818,1903_30_TeamNF_TeamA2,193,48.0,193,6011647,5,2
97877,1903_30_TeamNF_TeamA2,205,52.0,205,6458247,6,2
97888,1903_30_TeamNF_TeamA2,207,53.0,207,6625547,6,2
97910,1903_30_TeamNF_TeamA2,212,55.0,212,6759947,6,2
98101,1903_30_TeamNF_TeamA2,259,69.0,259,8530197,5,2
98170,1903_06_TeamND_TeamA2,17,5.0,17,462524,6,2
98233,1903_06_TeamND_TeamA2,29,9.0,29,820324,4,2
98260,1903_06_TeamND_TeamA2,36,11.0,36,1059374,6,2
98327,1903_06_TeamND_TeamA2,56,17.0,57,1684024,3,2
98446,1903_06_TeamND_TeamA2,88,25.0,90,2746624,6,2
98466,1903_06_TeamND_TeamA2,93,27.0,95,2888174,6,2
98539,1903_06_TeamND_TeamA2,112,34.0,114,3591874,4,2
98583,1903_06_TeamND_TeamA2,123,37.0,125,3951724,4,2
98643,1903_06_TeamND_TeamA2,138,41.0,140,4362174,6,2
98730,1903_06_TeamND_TeamA2,157,46.0,159,5154274,5,2
98923,1903_06_TeamND_TeamA2,207,60.0,210,6961374,6,2
99031,1903_06_TeamND_TeamA2,237,65.0,241,7989774,3,2
99078,1903_06_TeamND_TeamA2,248,68.0,252,8341674,6,2
99131,1903_25_TeamNH_TeamA3,14,3.0,14,341611,6,2
99165,1903_25_TeamNH_TeamA3,21,6.0,21,639061,6,2
99221,1903_25_TeamNH_TeamA3,35,9.0,35,1041411,5,2
99238,1903_25_TeamNH_TeamA3,39,10.0,40,1188561,4,2
99349,1903_25_TeamNH_TeamA3,67,19.0,68,2133761,4,2
99382,1903_25_TeamNH_TeamA3,76,22.0,77,2490761,4,2
99514,1903_25_TeamNH_TeamA3,111,32.0,112,3649461,5,2
99526,1903_25_TeamNH_TeamA3,113,33.0,114,3797661,6,2
99587,1903_25_TeamNH_TeamA3,129,38.0,130,4325861,3,2
99646,1903_25_TeamNH_TeamA3,146,43.0,147,4960561,3,2
99664,1903_25_TeamNH_TeamA3,151,44.0,152,5231061,6,2
99721,1903_25_TeamNH_TeamA3,166,48.0,167,5693411,4,2
99841,1903_25_TeamNH_TeamA3,202,55.0,203,6865511,6,2
99882,1903_25_TeamNH_TeamA3,210,58.0,211,7349311,6,2
99931,1903_25_TeamNH_TeamA3,220,62.0,221,7806561,6,2
99948,1903_25_TeamNH_TeamA3,224,63.0,225,8022411,4,2
100006,1903_25_TeamNH_TeamA3,241,67.0,242,8612911,6,2
100074,1903_25_TeamNH_TeamA3,259,72.0,260,9345711,6,2
100197,1902_21_TeamME_TeamA2,4,1.0,4,53608,6,2
100221,1902_21_TeamME_TeamA2,10,,10,204408,6,2
100267,1902_21_TeamME_TeamA2,21,5.0,21,633908,4,2
100317,1902_21_TeamME_TeamA2,33,,33,904908,6,2
100354,1902_21_TeamME_TeamA2,41,11.0,41,1229158,4,2
100369,1902_21_TeamME_TeamA2,43,12.0,43,1399258,3,2
100396,1902_21_TeamME_TeamA2,48,14.0,48,1548508,3,2
100499,1902_21_TeamME_TeamA2,76,22.0,76,2686458,4,2
100506,1902_21_TeamME_TeamA2,77,,77,2725608,3,2
100552,1902_21_TeamME_TeamA2,86,,86,3091708,6,2
100607,1902_21_TeamME_TeamA2,99,31.0,99,3610058,4,2
100649,1902_21_TeamME_TeamA2,111,34.0,111,4020858,6,2
100748,1902_21_TeamME_TeamA2,141,41.0,141,4887358,4,2
100759,1902_21_TeamME_TeamA2,143,42.0,143,5064408,5,2
100847,1902_21_TeamME_TeamA2,164,49.0,164,5862358,3,2
100857,1902_21_TeamME_TeamA2,166,50.0,166,5931208,3,2
100894,1902_21_TeamME_TeamA2,174,53.0,174,6306108,4,2
100928,1902_21_TeamME_TeamA2,181,55.0,181,6486258,3,2
100962,1902_21_TeamME_TeamA2,187,58.0,187,6923808,5,2
101051,1902_21_TeamME_TeamA2,209,65.0,209,7795458,3,2
101557,1901_11_TeamLJ_TeamB,101,,101,3307693,4,2
101675,1901_11_TeamLJ_TeamB,133,,133,4896441,4,2
101708,1901_11_TeamLJ_TeamB,139,,139,5162841,4,2
101735,1901_11_TeamLJ_TeamB,146,,146,5354141,6,2
101764,1901_11_TeamLJ_TeamB,153,,153,5722041,4,2
101771,1901_11_TeamLJ_TeamB,154,,154,5765841,6,2
101808,1901_11_TeamLJ_TeamB,164,,164,6225590,4,2
101897,1901_11_TeamLJ_TeamB,189,,189,7093689,5,2
101913,1901_11_TeamLJ_TeamB,193,,193,7243989,6,2
101952,1901_11_TeamLJ_TeamB,204,,204,7700489,5,2
102014,1901_11_TeamLJ_TeamB,220,,220,8475488,6,2
102112,1901_11_TeamLJ_TeamB,250,,250,9466987,5,2
102216,1901_11_TeamLJ_TeamB,282,,284,10821336,6,2
102240,1901_11_TeamLJ_TeamB,288,,290,11120435,6,2
102268,1901_11_TeamLJ_TeamB,296,,298,11421035,6,2
102331,1902_31_TeamMF_TeamA2,19,5.0,19,520346,5,2
102389,1902_31_TeamMF_TeamA2,35,9.0,35,976246,4,2
102446,1902_31_TeamMF_TeamA2,51,13.0,51,1403646,5,2
102499,1902_31_TeamMF_TeamA2,66,16.0,66,1860696,6,2
102520,1902_31_TeamMF_TeamA2,71,18.0,71,1964196,4,2
102648,1902_31_TeamMF_TeamA2,109,28.0,109,3195896,5,2
102849,1902_31_TeamMF_TeamA2,167,43.0,167,5313696,5,2
102916,1902_31_TeamMF_TeamA2,188,47.0,188,5959246,6,2
102977,1902_31_TeamMF_TeamA2,203,51.0,203,6460146,4,2
103122,1902_31_TeamMF_TeamA2,245,60.0,245,7942046,6,2
103268,1902_31_TeamMF_TeamA2,287,71.0,288,9336846,6,2
103372,1902_31_TeamMF_TeamA2,313,78.0,314,10107046,5,2
